"id","ruleYear","stateFIPS","stateName","stateAbbrev","countyortownName","famsize","numadults","numkids","agePerson1","agePerson2","agePerson3","agePerson4","agePerson5","agePerson6","agePerson7","agePerson8","agePerson9","agePerson10","agePerson11","agePerson12","empl_healthcare","income","assets.cash","exp.childcare","exp.food","exp.rentormortgage","exp.healthcare","exp.utilities","exp.misc","exp.transportation","netexp.childcare","netexp.food","netexp.rentormortgage","netexp.healthcare","netexp.utilities","value.snap","value.schoolmeals","value.section8","value.liheap","value.medicaid.adult","value.medicaid.child","value.aca","value.employerhealthcare","value.CCDF","value.HeadStart","value.PreK","value.cdctc.fed","value.cdctc.state","value.ctc.fed","value.ctc.state","value.eitc.fed","value.eitc.state","value.eitc","value.ctc","value.cdctc","value.ssdi","value.ssi","value.tanf","value.wic","AfterTaxIncome","NetResources","tax.income.fed","tax.income.state"
254,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28008,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,986,2133,0,0,0,0,0,0,4699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23186,-4884,1377,1302
255,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17605,0,0,3574,12663,5624,2133,2668,4994,0,1175,12663,503,2133,2399,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15139,-10049,300,819
256,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20853,0,0,3574,12663,5346,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,4843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17663,-9924,625,970
257,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19221,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16395,-11192,462,894
258,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22914,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,578,2133,0,0,0,0,0,0,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19264,-8398,831,1066
259,2024,49,"Utah","UT","Salt Lake County",1,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20689,0,0,4901.43,NA,3530,NA,NA,3816,0,4901.43,NA,803,NA,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,4213,843,5056,0,0,0,0,0,0,18234,NA,0,872
260,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20986,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,4569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17766,-9821,639,976
261,2024,49,"Utah","UT","Salt Lake County",2,1,1,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22959,0,9302,6984.48,14360,9154,3328,4638,6498,9302,132,14360,1306,3328,6420,0,0,0,5121,2727,0,0,0,0,0,106,0,1706,977,4175,835,5010,2683,106,0,0,0,432.48,20120,-12697,106,977
262,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16141,0,0,3574,12663,5624,2133,2668,4994,0,824,12663,503,2133,2750,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,187,0,187,0,0,0,0,0,0,14752,-9898,154,0
263,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20212,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17165,-10422,561,940
264,2024,49,"Utah","UT","Salt Lake County",2,0,2,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27835,0,11016,10234.55,NA,7060,NA,NA,5321,11016,10234.55,NA,1306,NA,0,0,0,0,0,5754,0,0,0,0,0,594,0,2000,0,5883,1114,6997,2000,594,0,0,0,0,23998,NA,594,1114
265,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17962,0,0,3574,12663,5624,2133,2668,4994,0,1261,12663,503,2133,2313,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15417,-9857,336,835
266,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24889,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,719,2133,0,0,0,0,0,0,5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20799,-7004,1029,1157
267,2024,49,"Utah","UT","Salt Lake County",1,1,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16873,0,0,3574,12663,5624,2133,2668,4994,0,1000,12663,503,2133,2574,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,131,26,157,0,0,0,0,0,0,15276,-9580,227,79
268,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24074,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,658,2133,0,0,0,0,0,0,4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20166,-7576,947,1119
269,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22205,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,532,2133,0,0,0,0,0,0,4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18713,-8903,760,1033
270,2024,49,"Utah","UT","Salt Lake County",1,1,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22698,0,0,3574,12663,6551,2133,2668,4994,0,3574,12663,564,2133,0,0,0,0,0,0,5987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19097,-8551,810,1055
271,2024,49,"Utah","UT","Salt Lake County",1,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21026,0,0,4901.43,NA,3530,NA,NA,3816,0,4901.43,NA,803,NA,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,4213,843,5056,0,0,0,0,0,0,18531,NA,0,887
272,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23965,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,650,2133,0,0,0,0,0,0,4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20082,-7652,936,1114
273,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27236,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,915,2133,0,0,0,0,0,0,4770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22602,-5397,1284,1266
274,2024,49,"Utah","UT","Salt Lake County",1,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19331,0,0,4901.43,NA,3530,NA,NA,3816,0,4901.43,NA,803,NA,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,4213,809,5022,0,0,0,0,0,0,17043,NA,0,809
275,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19319,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16471,-11116,472,898
276,2024,49,"Utah","UT","Salt Lake County",1,1,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23789,0,0,3574,12663,6551,2133,2668,4994,0,3574,12663,638,2133,0,0,0,0,0,0,5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19944,-7778,919,1106
277,2024,49,"Utah","UT","Salt Lake County",2,1,1,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20156,0,11016,6984.48,14360,9154,3328,4809,6498,11016,132,14360,1306,3328,6420,0,0,0,5121,2727,0,0,0,0,0,0,0,1600,847,4213,843,5056,2447,0,0,0,0,432.48,17767,-17231,0,847
278,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27164,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,908,2133,0,0,0,0,0,0,4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22547,-5445,1276,1263
279,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22139,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,528,2133,0,0,0,0,0,0,5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18662,-8950,754,1029
280,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22288,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,537,2133,0,0,0,0,0,0,4535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18778,-8843,769,1036
281,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16726,0,0,3574,12663,5624,2133,2668,4994,0,964,12663,503,2133,2610,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,143,0,143,0,0,0,0,0,0,15233,-9601,213,0
282,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26703,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,868,2133,0,0,0,0,0,0,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22198,-5754,1220,1242
283,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25798,0,0,3574,12663,5346,2133,2668,4994,0,3574,12663,791,2133,0,0,0,0,0,0,4555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21504,-6371,1120,1200
284,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14288,0,0,3574,12663,5624,2133,2668,4994,0,379,12663,503,2133,3195,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13195,-11197,0,0
285,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28315,0,0,3574,12663,3953,2133,2668,4994,0,3574,12663,1015,2133,0,0,0,0,0,0,2938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23418,-4681,1414,1317
286,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18859,0,0,3574,12663,5624,2133,2668,4994,0,1476,12663,503,2133,2098,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16113,-9376,426,877
287,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17657,0,0,3574,12663,5624,2133,2668,4994,0,1188,12663,503,2133,2386,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,71,14,85,0,0,0,0,0,0,15179,-9937,306,821
288,2024,49,"Utah","UT","Salt Lake County",1,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17966,0,0,4901.43,NA,3530,NA,NA,3816,0,4901.43,NA,803,NA,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,4213,745,4958,0,0,0,0,0,0,15847,NA,0,745
289,2024,49,"Utah","UT","Salt Lake County",1,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15703,0,0,4901.43,NA,3530,NA,NA,3816,0,4901.43,NA,803,NA,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,4213,0,4213,0,0,0,0,0,0,14502,NA,0,0
290,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24154,0,0,3574,12663,4854,2133,2668,4994,0,3574,12663,664,2133,0,0,0,0,0,0,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20228,-7520,955,1123
291,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15493,0,0,3574,12663,5624,2133,2668,4994,0,668,12663,503,2133,2906,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14219,-10462,89,0
292,2024,49,"Utah","UT","Salt Lake County",1,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16718,0,0,3574,12663,5624,2133,2668,4994,0,962,12663,503,2133,2612,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15227,-9748,212,0
293,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17053,0,0,3574,12663,5624,2133,2668,4994,0,1043,12663,503,2133,2531,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,118,24,142,0,0,0,0,0,0,15182,-9732,245,321
294,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23146,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,593,2133,0,0,0,0,0,0,5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19444,-8233,855,1076
295,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19219,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16393,-11194,462,894
296,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20986,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17766,-9821,639,976
297,2024,49,"Utah","UT","Salt Lake County",2,1,1,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18505,0,11016,6984.48,14360,9154,3328,4809,6498,11016,132,14360,1306,3328,6420,0,0,0,5121,2727,0,0,0,0,0,0,0,1600,770,4213,770,4983,2370,0,0,0,0,432.48,16319,-18829,0,770
298,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22843,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,573,2133,0,0,0,0,0,0,4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19210,-8447,824,1062
299,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18690,0,0,3574,12663,5624,2133,2668,4994,0,1436,12663,503,2133,2138,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15982,-9467,409,869
300,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27750,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,962,2133,0,0,0,0,0,0,5189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22991,-5055,1346,1290
301,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21103,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17858,-9729,650,981
302,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18639,0,0,3574,12663,5624,2133,2668,4994,0,1423,12663,503,2133,2151,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15942,-9494,404,867
303,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26528,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,853,2133,0,0,0,0,0,0,5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22066,-5871,1199,1234
304,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21128,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,0,0,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17877,-9710,653,982
305,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16990,0,0,3574,12663,5624,2133,2668,4994,0,1028,12663,503,2133,2546,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15215,-9826,239,236
306,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17177,0,0,3574,12663,5624,2133,2668,4994,0,1072,12663,503,2133,2502,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15117,-9968,258,488
307,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22962,0,0,3574,12663,5346,2133,2668,4994,0,3574,12663,581,2133,0,0,0,0,0,0,4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19301,-8364,836,1068
308,2024,49,"Utah","UT","Salt Lake County",1,1,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16282,0,0,3574,12663,5624,2133,2668,4994,0,858,12663,503,2133,2716,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,177,0,177,0,0,0,0,0,0,14868,-9826,168,0
309,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27227,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,914,2133,0,0,0,0,0,0,4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22595,-5403,1283,1266
310,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17383,0,0,3574,12663,5624,2133,2668,4994,0,1122,12663,503,2133,2452,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15009,-10126,278,766
311,2024,49,"Utah","UT","Salt Lake County",1,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14989,0,0,4901.43,NA,3530,NA,NA,3816,0,4901.43,NA,803,NA,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,4213,0,4213,0,0,0,0,0,0,13842,NA,0,0
312,2024,49,"Utah","UT","Salt Lake County",1,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14741,0,0,4901.43,NA,3530,NA,NA,3816,0,4901.43,NA,803,NA,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,4213,0,4213,0,0,0,0,0,0,13613,NA,0,0
313,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17023,0,0,3574,12663,5624,2133,2668,4994,0,1036,12663,503,2133,2538,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15198,-9851,242,281
314,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23230,0,0,3574,12663,5685,2133,2668,4994,0,3574,12663,599,2133,0,0,0,0,0,0,5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19510,-8173,863,1080
315,2024,49,"Utah","UT","Salt Lake County",1,1,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13269,0,0,3574,12663,5624,2133,2668,4994,0,135,12663,503,2133,3439,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12254,-11894,0,0
316,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19048,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16260,-11327,445,886
317,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20717,0,0,3574,12663,5624,2133,2668,4994,0,3574,12663,503,2133,0,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17557,-10030,612,963
318,2024,49,"Utah","UT","Salt Lake County",1,1,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15322,0,0,3574,12663,5624,2133,2668,4994,0,627,12663,503,2133,2947,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,250,0,250,0,0,0,0,0,0,14078,-10312,72,0
319,2024,49,"Utah","UT","Salt Lake County",1,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21758,0,0,3574,12663,3953,2133,2668,4994,0,3574,12663,505,2133,0,0,0,0,0,0,3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18366,-9223,716,1012
320,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10510,0,0,3574,12663,5624,2133,2668,4994,0,82,12663,503,2133,3492,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706,-14389,0,0
321,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14292,0,0,3574,12663,5624,2133,2668,4994,0,380,12663,503,2133,3194,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13199,-11194,0,0
322,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27171,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,909,2133,0,0,0,0,0,0,5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22552,-5441,1277,1263
323,2024,49,"Utah","UT","Salt Lake County",1,1,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27725,0,0,3574,12663,5346,2133,2668,4994,0,3574,12663,959,2133,0,0,0,0,0,0,4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22972,-5071,1343,1289
324,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25172,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,741,2133,0,0,0,0,0,0,5410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21019,-6806,1057,1170
325,2024,49,"Utah","UT","Salt Lake County",1,1,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31164,0,0,3574,12663,5072,2133,2668,4994,0,3574,12663,1310,2133,0,0,0,0,0,0,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25575,-2819,1756,1449
326,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18753,0,0,3574,12663,5624,2133,2668,4994,0,1451,12663,503,2133,2123,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16031,-9433,415,872
327,2024,49,"Utah","UT","Salt Lake County",2,1,1,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27976,0,11016,6984.48,14360,9154,3328,4809,6498,11016,6552,14360,1306,3328,0,0,0,0,5121,2727,0,0,0,0,0,608,0,2000,1000,3373,675,4048,3000,608,0,0,0,432.48,24017,-17248,608,1211
328,2024,49,"Utah","UT","Salt Lake County",1,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16434,0,0,4901.43,NA,3530,NA,NA,3816,0,4901.43,NA,803,NA,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,4213,0,4213,0,0,0,0,0,0,15177,NA,0,0
329,2024,49,"Utah","UT","Salt Lake County",1,1,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24637,0,0,3574,12663,3953,2133,2668,4994,0,3574,12663,700,2133,0,0,0,0,0,0,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20602,-7182,1004,1146
330,2024,49,"Utah","UT","Salt Lake County",2,1,1,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14227,0,9302,6984.48,14360,9154,3328,4638,6498,9302,132,14360,1306,3328,6420,0,0,0,5121,2727,0,0,0,0,0,0,0,1600,0,4213,0,4213,1600,0,0,0,0,432.48,13139,-21664,0,0
331,2024,49,"Utah","UT","Salt Lake County",1,1,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23153,0,0,3574,12663,6434,2133,2668,4994,0,3574,12663,594,2133,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450,-8228,855,1077
332,2024,49,"Utah","UT","Salt Lake County",1,1,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12411,0,0,3574,12663,5624,2133,2668,4994,0,82,12663,503,2133,3492,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11462,-12633,0,0
333,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14383,0,0,3574,12663,5624,2133,2668,4994,0,402,12663,503,2133,3172,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,322,0,322,0,0,0,0,0,0,13283,-10810,0,0
334,2024,49,"Utah","UT","Salt Lake County",1,1,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16311,0,0,3574,12663,5624,2133,2668,4994,0,865,12663,503,2133,2709,0,0,0,5121,0,0,0,0,0,0,0,0,0,0,174,0,174,0,0,0,0,0,0,14892,-9812,171,0
