"value.ctc.state","value.ctc.fed","value.eitc.state","value.eitc.fed","tax.income.state","tax.income.fed","ruleYear","stateFIPS","stateName","stateAbbrev","countyortownName","famsize","numadults","numkids","agePerson1","agePerson2","agePerson3","agePerson4","agePerson5","agePerson6","agePerson7","agePerson8","agePerson9","agePerson10","agePerson11","agePerson12","empl_healthcare","income","assets.cash","exp.childcare","exp.food","exp.rentormortgage","exp.healthcare","exp.utilities","exp.misc","exp.transportation","netexp.childcare","netexp.food","netexp.rentormortgage","netexp.healthcare","netexp.utilities","value.snap","value.schoolmeals","value.section8","value.liheap","value.medicaid.adult","value.medicaid.child","value.aca","value.employerhealthcare","value.CCDF","value.HeadStart","value.PreK","value.cdctc.fed","value.cdctc.state","value.eitc","value.ctc","value.cdctc","value.ssdi","value.ssi","value.tanf","value.wic","AfterTaxIncome","NetResources"
0,0,0,0,3720,9441,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60719,27484
0,0,0,0,3766,9661,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,81000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61377,28142
0,0,0,0,3813,9881,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,82000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62033,28798
0,0,0,0,3860,10101,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62689,29454
0,0,0,0,3906,10321,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63347,30112
0,0,0,0,3952,10541,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64005,30770
0,0,0,0,3999,10761,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64661,31426
0,0,0,0,4046,10981,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,87000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65317,32082
0,0,0,0,4092,11201,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65975,32740
0,0,0,0,4138,11421,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66633,33398
0,0,0,0,4185,11641,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67289,34054
0,0,0,0,4232,11861,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,91000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67945,34710
0,0,0,0,4278,12081,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,92000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68603,35368
0,0,0,0,4324,12301,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,93000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69261,36026
0,0,0,0,4371,12521,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69917,36682
0,0,0,0,4418,12741,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70573,37338
0,0,0,0,4464,12961,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71231,37996
0,0,0,0,4510,13181,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,97000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71889,38654
0,0,0,0,4557,13401,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72545,39310
0,0,0,0,4604,13621,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99000,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73201,39966
0,0,0,0,4650,13841,2024,49,"Utah","UT","Salt Lake County",1,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+05,0,0,3574,12663,6151,2133,2668,4994,0,3574,12663,6151,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73859,40624
